,Tweets,clean_tweet,polarity,subjectivity,,Product,,,
09-05-2020 17:18,b'Holy shit @sparklightcares is just as shit of a company as CableOne was.. I thought they were better because of bet\xe2\x80\xa6 https://t.co/bog6jEzTdO',Holy shit just shit company CableOne thought they were better because https jEzTdO,0,0,,0,,,
09-05-2020 16:05,"b""@sparklightcares I can't get a single call answered, I've tried three different phone numbers already and I'm just\xe2\x80\xa6 https://t.co/qB0YZZWC1T""",single call answered tried three different phone numbers already just https YZZWC,0,0,,0,,,
09-05-2020 15:56,b'Hey @CableOne @sparklightcares when are we getting @OANN ? https://t.co/eDxm5y6A9v',when getting https eDxm,0,0,,0,,,
09-05-2020 09:02,b'@chaosdragon001 @Koijutsu @sparklightcares We give @CenturyLink 30 dollars a month and I literally get disconnected\xe2\x80\xa6 https://t.co/6GlqxVSRBn',give dollars month literally disconnected https GlqxVSRBn,0,0,,0,,,
09-05-2020 06:41,b'@HuhLuvki @Koijutsu @sparklightcares I pay $105 a month for internet that goes down for several hours each and ever\xe2\x80\xa6 https://t.co/HfUU8GN7Rc',month internet that goes down several hours each ever https HfUU,0,0.5,,0,,,
09-05-2020 06:39,b'Shout out to @sparklightcares for having connectivity issues at 1AM for some reason.',Shout having connectivity issues some reason,0,0,,0,,,
09-05-2020 02:46,"b""Paying for 100 MPS with @sparklightcares, gettint 17.55. This isn't unusual, honestly!  https://t.co/lGqiXjuNtv #speedtest""",Paying with gettint This unusual honestly https lGqiXjuNtv speedtest,0,0,,0,,,
09-05-2020 01:22,b'The second night in a row @sparklightcares has caused me to lose my zoom connection. Fiber can\xe2\x80\x99t get here fast enou\xe2\x80\xa6 https://t.co/p7dFYzenmU',second night caused lose zoom connection Fiber here fast enou https dFYzenmU,0,0,,0,,,
08-05-2020 21:01,b'.@NCTAitv &amp; TCA members @AlticeUSA @GetSpectrum @comcast  &amp; @sparklightcares have long invested in schools and educ\xe2\x80\xa6 https://t.co/euCTn4tvZv',members have long invested schools educ https euCTn tvZv,0,0,,0,,,
08-05-2020 18:55,b'Wow @sparklightcares actually very much doesn\xe2\x80\x99t care! You disconnected us during Covid while our daughter can\xe2\x80\x99t get\xe2\x80\xa6 https://t.co/lhKSUqgqcO',actually very much doesn care disconnected during Covid while daughter https lhKSUqgqcO,0,0,,0,,,
08-05-2020 15:20,b'@Koijutsu @sparklightcares Gettin rolled \xf0\x9f\x98\xa2',Gettin rolled,0,0,,0,,,
08-05-2020 07:04,"b""@Koijutsu @sparklightcares i pay 30 a month and get 0.50 upload but i can't get another provider""",month upload another provider,0,0,,0,,,
08-05-2020 02:34,"b""@Koijutsu @sparklightcares isp's are thieves""",thieves,0,0,,0,,,
08-05-2020 01:14,b'@bigpndaa @Koijutsu @sparklightcares Yessir. Wbu?',Yessir,0,0,,0,,,
08-05-2020 01:02,b'@xScoobasteve @Koijutsu @sparklightcares Ahh nice',nice,0,0,,0,,,
08-05-2020 00:34,b'@xScoobasteve @Koijutsu @sparklightcares Where you live',Where live,0.2,0.2,,0.04,,,
08-05-2020 00:32,b'@bigpndaa @Koijutsu @sparklightcares Can confirm',confirm,0,0,,0,,,
08-05-2020 00:31,b'@Koijutsu @sparklightcares Idaho internet is booty',Idaho internet booty,0.4,0.8,,0.32,,,
07-05-2020 22:27,b'@Koijutsu @sparklightcares Y I K E S',,-0.725,0.825,,-0.598125,,,
07-05-2020 22:13,b'@Koijutsu @sparklightcares get beefin mate smh',beefin mate,0,0,,0,,,
07-05-2020 21:08,b'@Koijutsu @sparklightcares Shit trash https://t.co/n3KNLUwJP4',Shit trash https KNLUwJP,0,0,,0,,,
07-05-2020 20:44,b'@Koijutsu @sparklightcares Holy flipping trout that is bad.',Holy flipping trout that,0.4,0.7,,0.28,,,
07-05-2020 20:42,b'@Koijutsu @sparklightcares bruh whatt',bruh whatt,0,0,,0,,,
07-05-2020 20:39,"b""You wanna explain why I'm paying $150 a month for this? @sparklightcares https://t.co/bDMxXrkQei""",wanna explain paying month this https bDMxXrkQei,0,0,,0,,,
12-05-2020 22:36,"b'RT @cspanbus: Congratulations Jamie, Karina &amp; Kassi on your 3rd prize!\n\nThanks for joining us in honoring these students @bradcramer55 @Ida\xe2\x80\xa6'",Congratulations Jamie Karina Kassi your prize nThanks joining honoring these students,0,0,,0,,,
12-05-2020 17:25,"b'BREAKING from @thebauminator\n\nCable One aka @sparklightcares has made ""small"" investments in 2 unnamed wireless ISP\xe2\x80\xa6 https://t.co/dRznUm61oO'",BREAKING from nCable made small investments unnamed wireless https dRznUm,0.2,0.2,,0.04,,,
12-05-2020 14:40,"b'Congratulations Jamie, Karina &amp; Kassi on your 3rd prize!\n\nThanks for joining us in honoring these students\xe2\x80\xa6 https://t.co/MFyQfBsKSU'",Congratulations Jamie Karina Kassi your prize nThanks joining honoring these students https MFyQfBsKSU,0.2,0.2,,0.04,,,
12-05-2020 12:37,"b""@sparklightcares It's 0730 and I'm getting packet loss. It's not just a prime time issue https://t.co/lLohR1ZZNd""",getting packet loss just prime time issue https lLohR ZZNd,0,0,,0,,,
12-05-2020 03:04,b'@sparklightcares Anyone home in tech support? There is an internet and phone outage in my area',Anyone home tech support There internet phone outage area,0.4,0.7,,0.28,,,
12-05-2020 03:00,b'@sparklightcares internet and phone outage. Automated troubleshooting is horrible',internet phone outage Automated troubleshooting horrible,-0.192857143,0.635714286,,-0.122602041,,,
12-05-2020 01:50,b'@sparklightcares I mean seriously..what is the deal? https://t.co/n3uD0qC4IW',mean seriously what deal https,0,0,,0,,,
12-05-2020 01:37,"b""@sparklightcares This problem has never been resolved. I'm starting to believe that if I went outside and lit my du\xe2\x80\xa6 https://t.co/UCte6uzhs8""",This problem never been resolved starting believe that went outside https UCte uzhs,0.8,0.75,,0.6,,,
11-05-2020 03:56,"b'@DaNumbersGuy @sparklightcares You have problems, call their service department, they will respond.'",have problems call their service department they will respond,0,0,,0,,,
11-05-2020 03:10,b'Ok @sparklightcares ... you offered a deal for people in Meridian... but not Boise... and the data cap is back on T\xe2\x80\xa6 https://t.co/e76TNUWJHR',offered deal people Meridian Boise data back https TNUWJHR,0.8,0.75,,0.6,,,
18-05-2020 09:21,b'@sparklightcares what is going on right now? Did all the wifi in Idaho crash?',what going right wifi Idaho crash,0.8,0.75,,0.6,,,
18-05-2020 09:11,"b'Hey @sparklightcares, Sparklight is experiencing an outage impacting me in Boise.\nTop impacted areas: Nampa, Twin F\xe2\x80\xa6 https://t.co/vOegwK4lXU'",Sparklight experiencing outage impacting Boise nTop impacted areas Nampa Twin https vOegwK,-0.375,0.525,,-0.196875,,,
18-05-2020 00:53,"b'I\xe2\x80\x99ve signed up for Sparklight. Sorry, @uverse you\xe2\x80\x99ve been down 14 hours too long. I need reliability. If\xe2\x80\xa6 https://t.co/ZesNCm2O3w'",signed Sparklight Sorry been down hours long need reliability https ZesNCm,-0.2,0,,0,,,
17-05-2020 07:31,b'@sparklightcares fuck you',fuck,0.4,0.8,,0.32,,,
15-05-2020 08:29,b'RT @RazorsIndies: @wrytersview @BlackbirdFrost @sparklightcares I put a sign up that says infected household.   No door knocks.  Problem so\xe2\x80\xa6',sign that says infected household door knocks Problem,0,0,,0,,,
14-05-2020 23:21,b'@DonLDay @sparklightcares We\xe2\x80\x99ve had issues lately too. Would be nice to have content actually load on my phone.',issues lately Would nice have content actually load phone,0,0,,0,,,
14-05-2020 22:33,b'@sparklightcares @DonLDay Sparklight provided router WIFI is garbage.  You need to go spend about $100 to $150 at B\xe2\x80\xa6 https://t.co/BV1i35R26S',Sparklight provided router WIFI garbage need spend about https,0,0,,0,,,
14-05-2020 19:22,b'RT @sparklightcares: Sparklight has partnered with the Arbor Day Foundation to plant trees on behalf of customers who switch to Paperless B\xe2\x80\xa6',Sparklight partnered with Arbor Foundation plant trees behalf customers switch Paperless,0,0,,0,,,
14-05-2020 17:16,"b""So @sparklightcares lets check back in. We are into Day 4 and still haven't gotten everything working... Two of my\xe2\x80\xa6 https://t.co/rdAfgHD9uA""",lets check back into still haven gotten everything working https rdAfgHD,0,0,,0,,,
14-05-2020 16:47,b'@gnuconsulting @DonLDay @sparklightcares I had to do this to get around their incredibly low data caps but the service has been a plus!',this around their incredibly data caps service been plus,0.35,0.483333333,,0.169166667,,,
14-05-2020 16:43,b'@shnsajax @DonLDay @sparklightcares I drive by one of the Get TDS Fiber! Billboards all the time\xe2\x80\xa6 and don\xe2\x80\x99t qualify. \xf0\x9f\x99\x83',drive Fiber Billboards time qualify,0,0.4,,0,,,
14-05-2020 16:38,"b'@gnuconsulting @DonLDay @sparklightcares A Verizon guy a Costco told me last year that Fios was coming, I\xe2\x80\x99m pretty sure he was mocking me.'",Verizon Costco told last year that Fios coming pretty sure mocking,0,0,,0,,,
14-05-2020 16:37,"b'@DonLDay @shnsajax @sparklightcares And for the least features! Data caps (not for business customers, and suspende\xe2\x80\xa6 https://t.co/X9adUStVsA'",least features Data caps business customers suspende https adUStVsA,0,0,,0,,,
14-05-2020 16:34,b'@shnsajax @DonLDay @sparklightcares I lived 1/2 a block away from FiOS service for five years when we were in Buffa\xe2\x80\xa6 https://t.co/N2bvvhvsnb',lived block away from FiOS service five years when were Buffa https bvvhvsnb,0.4,0.7,,0.28,,,
14-05-2020 16:33,b'@shnsajax @gnuconsulting @sparklightcares I did a story on Sparklight about a year ago that was entirely unsurprisi\xe2\x80\xa6 https://t.co/1cKkkVKkeU',story Sparklight about year that entirely unsurprisi https cKkkVKkeU,-0.192857143,0.635714286,,-0.122602041,,,
14-05-2020 16:32,b'@DonLDay @gnuconsulting @sparklightcares We had Fios. Had to check on today\xe2\x80\x99s pricing and you can get a gigabit $79\xe2\x80\xa6 https://t.co/RuZ3u53YcE',Fios check today pricing gigabit https,0,0,,0,,,
14-05-2020 16:29,b'@DonLDay @sparklightcares Have you tried turning it off and back on again? \xf0\x9f\x98\x86',Have tried turning back again,0.8,0.75,,0.6,,,
14-05-2020 16:27,b'@shnsajax @gnuconsulting @sparklightcares Man when I lived in the Bay Area for 10 months we had Comcast and... I ha\xe2\x80\xa6 https://t.co/O5tQIKIkU2',when lived Area months Comcast https tQIKIkU,0,0,,0,,,
14-05-2020 16:26,b'@gnuconsulting @DonLDay @sparklightcares I had better internet options in Dallas 6 years ago than I do today in Boise',better internet options Dallas years than today Boise,0.8,0.75,,0.6,,,
14-05-2020 16:01,"b""@gnuconsulting @sparklightcares I've been using my hotspot on my phone so much I may just up that. It's so frustrating""",been using hotspot phone much just that frustrating,0.8,0.75,,0.6,,,
14-05-2020 15:58,"b""RT @DonLDay: Hey @sparklightcares: Twice now I've filed a ticket in your system because, well, your service  is not working great and we ne\xe2\x80\xa6""",Twice filed ticket your system because well your service working great,-0.375,0.525,,-0.196875,,,
14-05-2020 15:58,b'@DonLDay @sparklightcares My internet-service life hack is to pay for business-class service. With Sparklight that\xe2\x80\x99\xe2\x80\xa6 https://t.co/UVuazMhOe2',internet service life hack business class service With Sparklight that https UVuazMhOe,-0.2,0,,0,,,
14-05-2020 15:29,b'@DonLDay @sparklightcares You switch to @CenturyLink',switch,0.4,0.8,,0.32,,,
14-05-2020 15:17,"b""Hey @sparklightcares: Twice now I've filed a ticket in your system because, well, your service  is not working grea\xe2\x80\xa6 https://t.co/2lE9SGapC0""",Twice filed ticket your system because well your service working grea https SGapC,0,0,,0,,,
14-05-2020 14:50,b'Hey @sparklightcares. I am now working from home and switched from DSL with no data cap to cable modem with a data\xe2\x80\xa6 https://t.co/jkSAOILZbl',working from home switched from with data cable modem with data https jkSAOILZbl,0,0,,0,,,
14-05-2020 03:32,b'@sparklightcares Please do.  He was excellent.',Please excellent,0,0.25,,0,,,
14-05-2020 03:18,"b'@comcast @sparklightcares @DIRECTV @CoxComm @ATT \nWorth billions, consider investing in our kids (and rewarding sen\xe2\x80\xa6 https://t.co/QNfIfBSYLQ'",nWorth billions consider investing kids rewarding https QNfIfBSYLQ,0,0,,0,,,
,,,,,,,,,
