,Tweets,clean_tweet,polarity,subjectivity,,Product,,,,,
12-05-2020 18:28,"b'@jalenramsey @Verizon Same. I\xe2\x80\x99ll have 2-3 bars, and lte and my shit spins'",Same have bars shit spins,0.3,0.2,,0.06,,,,,
12-05-2020 18:27,b'@jalenramsey @Verizon ATT has been good for me. Been with them for 10+ years. But it all depends on your area and t\xe2\x80\xa6 https://t.co/24MMTGBALS',been good Been with them years depends your area https MMTGBALS,0,0.357142857,,0,,,,,
12-05-2020 18:27,"b""@Bwagz @jalenramsey @Verizon it's the contact tracing software they're installing.Still not working right.Bad stuff going on.""",contact tracing software they installing Still working right stuff going,0,0,,0,,,,,
12-05-2020 18:27,b'@jalenramsey @Verizon Sprint/T-mobile',Sprint mobile,0.3,0.2,,0.06,,,,,
12-05-2020 18:26,b'RT @jalenramsey: @Bwagz @Verizon Idk what\xe2\x80\x99s going on',what going,0.3,0.2,,0.06,,,,,
12-05-2020 18:26,b'I hate you @Verizon',hate,0,0,,0,,,,,
12-05-2020 18:26,b'RT @Bwagz: @jalenramsey @Verizon Man I thought I was the only one. My phone been dropping calls like crazy',thought only phone been dropping calls like crazy,0.3,0.2,,0.06,,,,,
12-05-2020 18:26,b'RT @jalenramsey: Whats the best cell phone company to use? @Verizon been trippin so i might have to cancel them.',Whats best cell phone company been trippin might have cancel them,0.128787879,0.466666667,,0.06010101,,,,,
12-05-2020 18:26,b'Running to the fight: How @Verizon brought hospital ship USNS Comfort online to aid NYC COVID-19 response\xe2\x80\xa6 https://t.co/WLbUCyReOZ',Running fight brought hospital ship USNS Comfort online COVID response https WLbUCyReOZ,0,0,,0,,,,,
12-05-2020 18:25,"b""RT @Saints: Have you tried the Match Game in our App? \xf0\x9f\x91\x80\n\nTest your memory skills! It's in the Fun &amp; Games section of our app! \n\n\xf0\x9f\x93\xb1 https://t\xe2\x80\xa6""",Have tried Match Game nTest your memory skills Games section https,0.5,0.5,,0.25,,,,,
12-05-2020 18:25,b'@Verizon how have yall helped during this pandemic??',have yall helped during this pandemic,0,0,,0,,,,,
12-05-2020 18:24,"b""RT @Saints: Have you tried the Match Game in our App? \xf0\x9f\x91\x80\n\nTest your memory skills! It's in the Fun &amp; Games section of our app! \n\n\xf0\x9f\x93\xb1 https://t\xe2\x80\xa6""",Have tried Match Game nTest your memory skills Games section https,0.5,0.5,,0.25,,,,,
12-05-2020 18:24,"b""RT @simonpagenaud: Tomorrow I'll be racing with all of my @Team_Penske teammates to support small businesses in the US. Watch #PayItForward\xe2\x80\xa6""",Tomorrow racing with teammates support small businesses Watch PayItForward,0,0,,0,,,,,
12-05-2020 18:24,b'RT @Verizon: A live performance from @AliciaKeys in support of small businesses in need? Doesn\xe2\x80\x99t get much better than that. \xf0\x9f\x94\xa5 See how you c\xe2\x80\xa6',live performance from support small businesses need Doesn much better than that,0.5,0.5,,0.25,,,,,
12-05-2020 18:24,"b""Have you tried the Match Game in our App? \xf0\x9f\x91\x80\n\nTest your memory skills! It's in the Fun &amp; Games section of our app!\xe2\x80\xa6 https://t.co/aHnxRGZkCf""",Have tried Match Game nTest your memory skills Games section https aHnxRGZkCf,0,0,,0,,,,,
12-05-2020 18:23,b'@Verizon we need personal hotspot on prepaid unlimited',need personal hotspot prepaid unlimited,0.3,0.2,,0.06,,,,,
12-05-2020 18:21,b'@Just_Kyran @jalenramsey @Verizon You never know.',never know,1,1,,1,,,,,
12-05-2020 18:20,"b'@ybeezyb @jalenramsey @Verizon Nah, Verizon... Ramsey just trying to get a discount bro \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",Verizon Ramsey just trying discount,0.5,0.5,,0.25,,,,,
12-05-2020 18:19,b'@jalenramsey @Bwagz @Verizon Same here fr Verizon been killing me',Same here Verizon been killing,0.4,0.8,,0.32,,,,,
12-05-2020 18:19,"b""@jalenramsey @Verizon I'm going wherever you going bro....they be tripping and won't let use  2 years of Verizon dollars on headphones..""",going wherever going they tripping years Verizon dollars headphones,0.053571429,0.485714286,,0.026020408,,,,,
12-05-2020 18:19,b'@jalenramsey @Verizon I\xe2\x80\x99ve had AT&amp;T for 20 years.',years,0.3,0.2,,0.06,,,,,
12-05-2020 18:18,b'@jalenramsey @Verizon @ATT is the way to go!',,0.4,0.8,,0.32,,,,,
12-05-2020 18:18,b'@jalenramsey @Verizon Boost. Hold it down again this season homie.',Boost Hold down again this season homie,0.7,0.65,,0.455,,,,,
12-05-2020 18:17,b'@Bwagz @jalenramsey @Verizon TMobile all the way',TMobile,0.8,0.75,,0.6,,,,,
12-05-2020 18:17,b'@jalenramsey @Verizon verizon is the best in la .. but if you live in the hills or just not near downtown .. it\xe2\x80\x99s d\xe2\x80\xa6 https://t.co/8vniDqLrCd',verizon best live hills just near downtown https vniDqLrCd,0.3,0.2,,0.06,,,,,
12-05-2020 18:16,"b""RT @Team_Penske: Today's the day! \xf0\x9f\x8f\x81\n\nAll 14 Team Penske drivers are competing against each other in some fun @iRacing events in support of\xe2\x80\xa6""",Today nAll Team Penske drivers competing against each other some events support,0,0,,0,,,,,
12-05-2020 18:16,b'RT @Verizon: A live performance from @AliciaKeys in support of small businesses in need? Doesn\xe2\x80\x99t get much better than that. \xf0\x9f\x94\xa5 See how you c\xe2\x80\xa6',live performance from support small businesses need Doesn much better than that,0,0,,0,,,,,
12-05-2020 18:15,b'RT @keselowski: You\xe2\x80\x99ve seen the Penske Games. Now try to imagine what will happen when all of us @team_penske drivers take on iRacing toget\xe2\x80\xa6',seen Penske Games imagine what will happen when drivers take iRacing toget,0,0,,0,,,,,
12-05-2020 18:15,b'@MarryingGhana @jalenramsey @Verizon I\xe2\x80\x99m sure they still wanna save money where they can',sure they still wanna save money where they,-0.6,0.5,,-0.3,,,,,
12-05-2020 18:14,b'@Michaelironwork @jalenramsey @Verizon @sprint We wit @TMobile now. Hopefully that will make it a bit better.',Hopefully that will make better,0.325,0.65,,0.21125,,,,,
12-05-2020 18:13,"b""@berndttoast21 @jalenramsey @Verizon He makes almost 20 million a yr. Not sure that's any concern.""",makes almost million sure that concern,0.3,0.2,,0.06,,,,,
12-05-2020 18:13,b'.@Verizon donates $1M to New Jersey Pandemic Relief Fund via @Telecompaper https://t.co/2m6DDHbykL',donates Jersey Pandemic Relief Fund https DDHbykL,0.325,0.65,,0.21125,,,,,
12-05-2020 18:13,b'@jalenramsey @Verizon They have been ass for me too! I switched from ATT and have been regretting it too. I\xe2\x80\x99ve hear\xe2\x80\xa6 https://t.co/1tDLj8ls5f',They have been switched from have been regretting hear https tDLj,0.128787879,0.466666667,,0.06010101,,,,,
12-05-2020 18:13,b'@ATT How are considered \xe2\x80\x9cassisting your customers through COVID-19\xe2\x80\x9d but you only pushing bills back ONE month? I\xe2\x80\x99ve\xe2\x80\xa6 https://t.co/CuqNNC1qFY',considered cassisting your customers through COVID only pushing bills back month https CuqNNC,0.3,0.2,,0.06,,,,,
12-05-2020 18:13,b'@jalenramsey @Verizon @ATT is the best',best,0.15,0.393333333,,0.059,,,,,
12-05-2020 18:12,b'@Bwagz @jalenramsey @Verizon Happening here in Kitsap County as well (across the water from you BWagz)',Happening here Kitsap County well across water from BWagz,0.3,0.2,,0.06,,,,,
12-05-2020 18:11,b'@Just_Kyran @jr_duren @jalenramsey @Verizon Thing is my guy with the Metro price was dead serious.. Hahaha \xf0\x9f\x98\x86',Thing with Metro price dead serious Hahaha,-0.125,0.625,,-0.078125,,,,,
12-05-2020 18:11,b'RT @Verizon: A live performance from @AliciaKeys in support of small businesses in need? Doesn\xe2\x80\x99t get much better than that. \xf0\x9f\x94\xa5 See how you c\xe2\x80\xa6',live performance from support small businesses need Doesn much better than that,0.3,0.2,,0.06,,,,,
12-05-2020 18:10,b'RT @keselowski: You\xe2\x80\x99ve seen the Penske Games. Now try to imagine what will happen when all of us @team_penske drivers take on iRacing toget\xe2\x80\xa6',seen Penske Games imagine what will happen when drivers take iRacing toget,0.3,0.2,,0.06,,,,,
12-05-2020 18:10,b'@Bwagz @Verizon Idk what\xe2\x80\x99s going on',what going,0.325,0.65,,0.21125,,,,,
12-05-2020 18:09,b'@jalenramsey @Verizon @TMobile @TMobileHelp. Ur best bet bruh...',Help best bruh,0,0,,0,,,,,
12-05-2020 18:08,"b'@jalenramsey @Verizon Try t-mobile, good coverage and no bullshit'",mobile good coverage bullshit,-0.4,0.6,,-0.24,,,,,
12-05-2020 18:08,b'RT @Bwagz: @jalenramsey @Verizon Man I thought I was the only one. My phone been dropping calls like crazy',thought only phone been dropping calls like crazy,0.3,0.2,,0.06,,,,,
12-05-2020 18:07,b'@jalenramsey @Verizon At&amp;t brodie \xf0\x9f\xa4\x99\xf0\x9f\x8f\xbf',brodie,0.5,0.5,,0.25,,,,,
12-05-2020 18:06,"b""RT @Team_Penske: Today's the day! \xf0\x9f\x8f\x81\n\nAll 14 Team Penske drivers are competing against each other in some fun @iRacing events in support of\xe2\x80\xa6""",Today nAll Team Penske drivers competing against each other some events support,0.3,0.2,,0.06,,,,,
12-05-2020 18:06,b'@Alan_Mills21 @VZWSupport @jalenramsey @Twitter @verizon your service has been degrading for years now I second the motion on leaving',your service been degrading years second motion leaving,0.4,1,,0.4,,,,,
12-05-2020 18:05,b'@jalenramsey @Verizon Man I thought I was the only one. My phone been dropping calls like crazy',thought only phone been dropping calls like crazy,0.3,0.2,,0.06,,,,,
12-05-2020 18:05,b'@Michaelironwork @jalenramsey @Verizon @sprint Sprint is HORRIBLE.',Sprint HORRIBLE,0,0,,0,,,,,
12-05-2020 18:04,b'What exactly is #5G? We answer this question and more during Episode 2 of our Virtual Spring Open House featuring\xe2\x80\xa6 https://t.co/U7KsX1J9ss',What exactly answer this question more during Episode Virtual Spring Open House featuring https,0.3,0.2,,0.06,,,,,
12-05-2020 18:03,"b""RT @Team_Penske: Today's the day! \xf0\x9f\x8f\x81\n\nAll 14 Team Penske drivers are competing against each other in some fun @iRacing events in support of\xe2\x80\xa6""",Today nAll Team Penske drivers competing against each other some events support,0.3,0.2,,0.06,,,,,
12-05-2020 18:02,b'RT @tjconkster: @Verizon customer service sucks!  Their automated answering service sucks.  The humans I spoke with were clueless and could\xe2\x80\xa6',customer service sucks Their automated answering service sucks humans spoke with were clueless could,0.128787879,0.466666667,,0.06010101,,,,,
12-05-2020 18:02,b'@Verizon customer service sucks!  Their automated answering service sucks.  The humans I spoke with were clueless a\xe2\x80\xa6 https://t.co/Xx8rHP0Au5',customer service sucks Their automated answering service sucks humans spoke with were clueless https,0.3,0.2,,0.06,,,,,
12-05-2020 18:01,b'RT @Verizon: A live performance from @AliciaKeys in support of small businesses in need? Doesn\xe2\x80\x99t get much better than that. \xf0\x9f\x94\xa5 See how you c\xe2\x80\xa6',live performance from support small businesses need Doesn much better than that,-0.155555556,0.288888889,,-0.044938272,,,,,
12-05-2020 18:01,"b'Did you know? @CapRegionBOCES works with at least 10 different corporations, including @Verizon &amp; @GetSpectrum to p\xe2\x80\xa6 https://t.co/7qB46v1Azw'",know works with least different corporations including https,0.5,0.5,,0.25,,,,,
12-05-2020 17:59,b'@jalenramsey @Verizon All rip offs!',offs,0.25,0.3,,0.075,,,,,
12-05-2020 17:59,"b""RT @Team_Penske: Today's the day! \xf0\x9f\x8f\x81\n\nAll 14 Team Penske drivers are competing against each other in some fun @iRacing events in support of\xe2\x80\xa6""",Today nAll Team Penske drivers competing against each other some events support,0.3,0.2,,0.06,,,,,
12-05-2020 17:57,b'@jalenramsey @Verizon @JohnLegere uuuhhhhh opportunity? T-mobile is awesome man. Been with them for years. Never ch\xe2\x80\xa6 https://t.co/8n8z2NVGxI',uuuhhhhh opportunity mobile awesome Been with them years Never https NVGxI,0,0,,0,,,,,
12-05-2020 17:57,b'@Team_Penske @iRacing @Verizon Go. Joey. Go 22',Joey,0.6,0.9,,0.54,,,,,
12-05-2020 17:57,b'@jalenramsey @Verizon How many burner phones do you have?',many burner phones have,0.186666667,0.446666667,,0.083377778,,,,,
12-05-2020 17:56,b'@jalenramsey @Verizon I think they all have their issues.',think they have their issues,0.325,0.65,,0.21125,,,,,
12-05-2020 17:55,b'@jalenramsey @Verizon Sprint',Sprint,0.25,0.25,,0.0625,,,,,
12-05-2020 17:55,"b""RT @Team_Penske: Today's the day! \xf0\x9f\x8f\x81\n\nAll 14 Team Penske drivers are competing against each other in some fun @iRacing events in support of\xe2\x80\xa6""",Today nAll Team Penske drivers competing against each other some events support,0,0,,0,,,,,
12-05-2020 17:55,"b""Start your engines and get ready for @Team_Penske drivers to take over @Verizon's #PayItForwardLIVE TONIGHT at 8pm.\xe2\x80\xa6 https://t.co/Zpt4K0dt2r""",Start your engines ready drivers take over PayItForwardLIVE TONIGHT https,0.3,0.2,,0.06,,,,,
12-05-2020 17:55,b'@jalenramsey @Verizon Probably T-Mobile i believe they just bought sprint.',Probably Mobile believe they just bought sprint,-0.05,0.4,,-0.02,,,,,
12-05-2020 17:54,b'@jalenramsey @Verizon Sprint',Sprint,0,0,,0,,,,,
12-05-2020 17:53,"b'RT @NetworkWorld: #COVID19 pandemic reveals need for better #telemedicine, particularly the need for high-speed internet. Without that, #te\xe2\x80\xa6'",COVID pandemic reveals need better telemedicine particularly need high speed internet Without that,0.05,0.35,,0.0175,,,,,
12-05-2020 17:53,b'If @Verizon trippin for a multimillion dollar athlete then I done tripped and fell off the cliff. @jalenramsey let\xe2\x80\xa6 https://t.co/ALbWV48BZv',trippin multimillion dollar athlete then done tripped fell cliff https ALbWV,0.325,0.65,,0.21125,,,,,
12-05-2020 17:53,b'@hansvestberg @Verizon @VZUpToSpeed @VerizonNews Social distancing must affect your company\xe2\x80\x99s customer service skil\xe2\x80\xa6 https://t.co/KHEahrPkBp',News Social distancing must affect your company customer service skil https KHEahrPkBp,0,0,,0,,,,,
12-05-2020 17:53,"b""@jalenramsey @Verizon No perfect mobile service provider man. They all have some customer service issues but I'm wi\xe2\x80\xa6 https://t.co/na3lzCIigQ""",perfect mobile service provider They have some customer service issues https lzCIigQ,0,0,,0,,,,,
12-05-2020 17:53,b'@jalenramsey @Verizon Holler at me I work at Verizon I\xe2\x80\x99ll make sure you\xe2\x80\x99re taken care of',Holler work Verizon make sure taken care,0.128787879,0.466666667,,0.06010101,,,,,
12-05-2020 17:51,b'RT @Verizon: A live performance from @AliciaKeys in support of small businesses in need? Doesn\xe2\x80\x99t get much better than that. \xf0\x9f\x94\xa5 See how you c\xe2\x80\xa6',live performance from support small businesses need Doesn much better than that,0.128787879,0.466666667,,0.06010101,,,,,
12-05-2020 17:50,b'RT @keselowski: You\xe2\x80\x99ve seen the Penske Games. Now try to imagine what will happen when all of us @team_penske drivers take on iRacing toget\xe2\x80\xa6',seen Penske Games imagine what will happen when drivers take iRacing toget,0,0,,0,,,,,
12-05-2020 17:49,b'@jalenramsey @Verizon Metro pcs to tell you the truth',Metro tell truth,0.2125,0.625,,0.1328125,,,,,
12-05-2020 17:49,b'@jalenramsey @Verizon @Verizon is the best.',best,-0.6,0.7,,-0.42,,,,,
12-05-2020 17:48,b'@jalenramsey @Verizon Dont get @Sprint',Dont,0,0,,0,,,,,
12-05-2020 17:47,b'@jalenramsey @Verizon For reception there is no better company than Verizon.',reception there better company than Verizon,0.2,0.2,,0.04,,,,,
12-05-2020 17:47,b'RT @LISC_HQ: Pro-racing @Team_Penske is gunning it to @Verizon\xe2\x80\x99s #PayItForwardLIVE event at 8 pm ET TONITE! Don\xe2\x80\x99t miss #Indy500 champ @h3li\xe2\x80\xa6',racing gunning PayItForwardLIVE event TONITE miss Indy champ,0.25,0.333333333,,0.083333333,,,,,
12-05-2020 17:46,b'@jalenramsey @Verizon T Mobil. Been with them for over 10 yrs and have never had a problem.',Mobil Been with them over have never problem,0.2125,0.625,,0.1328125,,,,,
12-05-2020 17:45,b'@jalenramsey @Verizon @TMobile puts in work. Their service has done right by me.',puts work Their service done right,0.25,0.333333333,,0.083333333,,,,,
12-05-2020 17:44,b'@Verizon @aliciakeys Verizon..thieves..charging hundreds for things that cost them pennies..',Verizon thieves charging hundreds things that cost them pennies,0.5,0.15,,0.075,,,,,
12-05-2020 17:44,b'@jalenramsey @Verizon just let them know your back has been hurting. They\xe2\x80\x99ll trade you to AT&amp;T.',just them know your back been hurting They trade,0,0,,0,,,,,
12-05-2020 17:43,b'I really don\xe2\x80\x99t understand why @Verizon hold time is over an hour \xf0\x9f\xa5\xb4 I just need to get ebills set up and there pin system isn\xe2\x80\x99t ever working',really understand hold time over hour just need ebills there system ever working,-0.6,0.7,,-0.42,,,,,
12-05-2020 17:43,b'RT @keselowski: You\xe2\x80\x99ve seen the Penske Games. Now try to imagine what will happen when all of us @team_penske drivers take on iRacing toget\xe2\x80\xa6',seen Penske Games imagine what will happen when drivers take iRacing toget,0.2125,0.625,,0.1328125,,,,,
12-05-2020 17:43,b'@jalenramsey @Verizon Damn! You quitting on them too?',Damn quitting them,0.8,0.9,,0.72,,,,,
12-05-2020 17:42,"b""Anyone know if @Verizon is still monitoring our cell phone activity ? If so, what's the name of @HillaryClinton carrier ?\xc2\xbf""",Anyone know still monitoring cell phone activity what name carrier,0.2,0.2,,0.04,,,,,
12-05-2020 17:42,"b'@jalenramsey @Verizon AT&amp;T has been good to me, works well in Europe too. Verizon had me call a shady fake number a\xe2\x80\xa6 https://t.co/eyLUeYOuyp'",been good works well Europe Verizon call shady fake number https eyLUeYOuyp,0,0,,0,,,,,
12-05-2020 17:42,b'@jalenramsey @Verizon Depends on where you live I\xe2\x80\x99ve had sprint for 20 years I drove a truck for 40 I\xe2\x80\x99ve had a great service from them',Depends where live sprint years drove truck great service from them,0.7,0.6,,0.42,,,,,
12-05-2020 17:42,b'@jalenramsey @Verizon You need a care package for this tweet. If you don\xe2\x80\x99t already have one headed your way \xf0\x9f\x92\x97',need care package this tweet already have headed your,-0.125,0.325,,-0.040625,,,,,
12-05-2020 17:41,b'@jalenramsey @Verizon They all suck #Monopoly',They suck Monopoly,-0.125,0.325,,-0.040625,,,,,
12-05-2020 17:41,"b'""@Verizon is expanding its military and first responders discount to include nurses and teachers, bringing its disc\xe2\x80\xa6 https://t.co/MAe4FTMy0b'",expanding military first responders discount include nurses teachers bringing disc https FTMy,0.4,0.9,,0.36,,,,,
12-05-2020 17:41,b'@jalenramsey @Verizon Verizon works but man the prices sukkkkkkkkkkkkkk! Let us know what u do.',Verizon works prices sukkkkkkkkkkkkkk know what,0.225,0.266666667,,0.06,,,,,
12-05-2020 17:40,b'@jalenramsey @Verizon T-Mobile the best bang for ya buck',Mobile best bang buck,0.2125,0.625,,0.1328125,,,,,
12-05-2020 17:40,b'@jalenramsey @Verizon Don\xe2\x80\x99t do it @jalenramsey I\xe2\x80\x99m a big @FSUFootball fan and would hate for you to bring that hell\xe2\x80\xa6 https://t.co/4myIL3GfBW',would hate bring that hell https myIL GfBW,0,0,,0,,,,,
12-05-2020 17:40,b'@jalenramsey @Verizon Claim back issues and maybe they will trade you to @ATT for some iPhones.',Claim back issues maybe they will trade some iPhones,-0.6,0.7,,-0.42,,,,,
12-05-2020 17:39,"b""@jr_duren @jalenramsey @Verizon I don't think he's so much concerned about price...lol""",think much concerned about price,0.25,0.333333333,,0.083333333,,,,,
12-05-2020 17:39,b'@jalenramsey @Verizon Verizon',Verizon,0,0,,0,,,,,
12-05-2020 17:39,b'@Verizon look at the gloves my job gives me at work.. didn\xe2\x80\x99t know we sold  iphone  samdiwches https://t.co/vcTdqPt3jG',look gloves gives work didn know sold iphone samdiwches https vcTdqPt,0,0,,0,,,,,
12-05-2020 17:38,b'@jalenramsey @Verizon Sprint',Sprint,0.2125,0.625,,0.1328125,,,,,
12-05-2020 17:38,b'@jalenramsey @Verizon AT&amp;T or T-Mobile',Mobile,0,0,,0,,,,,
12-05-2020 17:38,b'@jalenramsey @Verizon Paging @TMobile',Paging,0,0,,0,,,,,
12-05-2020 17:38,b'@jalenramsey @Verizon Verizon. You ain\xe2\x80\x99t going no where. That would be like leaving Jordan for Adidas.',Verizon going where That would like leaving Jordan Adidas,0,0,,0,,,,,
12-05-2020 17:37,b'@jalenramsey @Verizon Straight talk\xf0\x9f\x92\xaf',Straight talk,0.642857143,0.767857143,,0.493622449,,,,,
12-05-2020 17:37,b'@jalenramsey @Verizon Straight Talk',Straight Talk,-0.6,0.7,,-0.42,,,,,
12-05-2020 17:37,"b'@Verizon @aliciakeys #supportsmallbusiness \nPlease subscribe to Daisy magazine a bi-monthly online, business, and l\xe2\x80\xa6 https://t.co/mVzeZ4u8C8'",supportsmallbusiness nPlease subscribe Daisy magazine monthly online business https mVzeZ,0.5,0.6,,0.3,,,,,
12-05-2020 17:37,b'@jalenramsey @Verizon Unfortunately Verizon has the best service but they will stick you on pricing...\n\n But then a\xe2\x80\xa6 https://t.co/MVSttkWVBK',Unfortunately Verizon best service they will stick pricing then https MVSttkWVBK,0,0,,0,,,,,
12-05-2020 17:37,"b'RT @LISCRhodeIsland: 8:00 pm ET/5:00 PT Tonight, @Team_Penske drivers hit the iRacing circuit to help support small businesses in need. Tun\xe2\x80\xa6'",Tonight drivers iRacing circuit help support small businesses need,0,0,,0,,,,,
12-05-2020 17:37,b'@jalenramsey @Verizon None. They all suck!',None They suck,0,0,,0,,,,,
12-05-2020 17:36,b'@jalenramsey @Verizon Boost mobile',Boost mobile,-0.25,0.4,,-0.1,,,,,
12-05-2020 17:36,b'@jalenramsey @Verizon Had @TMobile for 20 years. Never a problem and great customer service',years Never problem great customer service,0.25,0.333333333,,0.083333333,,,,,
12-05-2020 17:36,b'RT @jalenramsey: Whats the best cell phone company to use? @Verizon been trippin so i might have to cancel them.',Whats best cell phone company been trippin might have cancel them,0.3,0.55,,0.165,,,,,
12-05-2020 17:36,"b'@jalenramsey @Verizon Actually @GetSpectrum has been pretty awesome for us... former ATT, Verizon and Sprint user here'",Actually been pretty awesome former Verizon Sprint user here,0,0,,0,,,,,
12-05-2020 17:35,b'@jalenramsey @Verizon jacksonville thats who',jacksonville thats,-0.1,0.2,,-0.02,,,,,
12-05-2020 17:35,b'@jalenramsey @Verizon Boost.',Boost,-0.25,0.25,,-0.0625,,,,,
12-05-2020 17:35,b'RT @jalenramsey: Whats the best cell phone company to use? @Verizon been trippin so i might have to cancel them.',Whats best cell phone company been trippin might have cancel them,0,0,,0,,,,,
12-05-2020 17:35,"b'@jalenramsey @Verizon Metro. Two lines, unlimited data and free Amazon Prime for $80, taxes inc.'",Metro lines unlimited data free Amazon Prime taxes,0.375,0.600694444,,0.225260417,,,,,
12-05-2020 17:35,b'@jalenramsey @Verizon Verizon don\xe2\x80\x99t play yourself',Verizon play yourself,0.2125,0.625,,0.1328125,,,,,
12-05-2020 17:35,b'RT @billieeilish: Watch Billie and @FINNEAS perform on Verizon\xe2\x80\x99s #PayItForwardLIVE Earth Day edition stream to support America\xe2\x80\x99s small busi\xe2\x80\xa6',Watch Billie perform Verizon PayItForwardLIVE Earth edition stream support America small busi,0.25,0.333333333,,0.083333333,,,,,
12-05-2020 17:35,"b'@jalenramsey @Verizon Used to think AT&amp;T but if I\xe2\x80\x99m honest, Verizon as been leaps and bounds better from a CS standpoint'",Used think honest Verizon been leaps bounds better from standpoint,0,0,,0,,,,,
12-05-2020 17:35,b'@jalenramsey @Verizon Upping and leaving at the first sign of trouble. Classic Jalen.',Upping leaving first sign trouble Classic Jalen,0,0,,0,,,,,
12-05-2020 17:35,b'So the month I pay off my phone my battery starts acting up??? @Apple &amp; @Verizon really playing me',month phone battery starts acting really playing,0,0,,0,,,,,
12-05-2020 17:34,"b"".@Verizon @VerizonSupport your (lack of) service has been real amazing. I'm trying to bring 3 lines and we can't ge\xe2\x80\xa6 https://t.co/ngu2dSQsaP""",Support your lack service been real amazing trying bring lines https dSQsaP,-0.291666667,0.541666667,,-0.157986111,,,,,
12-05-2020 17:34,"b""@jalenramsey @Verizon They're all bad""",They,1,1,,1,,,,,
12-05-2020 17:34,b'@jalenramsey @Verizon I had at&amp;t but switched to Verizon',switched Verizon,0,0,,0,,,,,
12-05-2020 17:34,b'@jalenramsey @Verizon Bruh cricket it uses the AT&amp;T network and cheaper',Bruh cricket uses network cheaper,0.4,0.9,,0.36,,,,,
12-05-2020 17:34,b'RT @jalenramsey: Whats the best cell phone company to use? @Verizon been trippin so i might have to cancel them.',Whats best cell phone company been trippin might have cancel them,0.8,0.75,,0.6,,,,,
12-05-2020 17:34,"b""No help from @Verizon's facebook support either. I was told that calling the suspicious number they proved could no\xe2\x80\xa6 https://t.co/nkRMzGjAsh""",help from facebook support either told that calling suspicious number they proved could https nkRMzGjAsh,0,0,,0,,,,,
12-05-2020 17:33,b'Whats the best cell phone company to use? @Verizon been trippin so i might have to cancel them.',Whats best cell phone company been trippin might have cancel them,0.25,0.444444444,,0.111111111,,,,,
12-05-2020 17:33,"b'RT @PADCEDnews: \xf0\x9f\x9a\xa8 FUNDING: @LISC_HQ, @Verizon, &amp; @SamsClub are lending their support to #COVID19-impacted small businesses by providing gra\xe2\x80\xa6'",FUNDING lending their support COVID impacted small businesses providing,0.1,0.4125,,0.04125,,,,,
12-05-2020 17:32,b'@Verizon We\xe2\x80\x99re trying to upgrade our phones but the app only shows one location (that location\xe2\x80\x99s WiFi is down due t\xe2\x80\xa6 https://t.co/PFTeP4ZoYP',trying upgrade phones only shows location that location WiFi down https PFTeP ZoYP,0,0,,0,,,,,
12-05-2020 17:32,b'RT @jpmontoya: Very Excited to be part of this!!! It is going to be alot of fun!!! Don\xe2\x80\x99t miss it!! #PayItForwardLIVE @Team_Penske @Verizon',Very Excited part this going alot miss PayItForwardLIVE,0,0,,0,,,,,
12-05-2020 17:32,"b""RT @danecameron19: Big showdown tonight!! ALL 14 @Team_Penske drivers competing in some crazy iRacing events in support of America's small\xe2\x80\xa6""",showdown tonight drivers competing some crazy iRacing events support America small,-0.5,0.55,,-0.275,,,,,
12-05-2020 17:30,"b""RT @Team_Penske: Today's the day! \xf0\x9f\x8f\x81\n\nAll 14 Team Penske drivers are competing against each other in some fun @iRacing events in support of\xe2\x80\xa6""",Today nAll Team Penske drivers competing against each other some events support,0.85,0.45,,0.3825,,,,,
12-05-2020 17:28,b'@Jefferson_A__ @TMobile @ATT @Verizon @boostmobile Lmfao I\xe2\x80\x99m deaddddd',Lmfao deaddddd,0,0,,0,,,,,
12-05-2020 17:27,b'@Jasmingonz_ @TMobile @ATT @Verizon Oh okay @boostmobile',okay,-0.6,0.7,,-0.42,,,,,
12-05-2020 17:27,"b'@Jefferson_A__ @TMobile @ATT @Verizon Nah, they\xe2\x80\x99re too expensive \xf0\x9f\x98\x82'",they expensive,0,0.5,,0,,,,,
12-05-2020 17:26,b'Update now on my fifth person with @Verizon . Maybe someone can just be nice and help me with setting this up throu\xe2\x80\xa6 https://t.co/33VwGNbBkw',Update fifth person with Maybe someone just nice help with setting this throu https VwGNbBkw,0,0,,0,,,,,
12-05-2020 17:26,b'@Jasmingonz_ @TMobile @ATT @Verizon  yo check this out',check this,0.214285714,0.5,,0.107142857,,,,,
12-05-2020 17:26,"b""RT @Team_Penske: Today's the day! \xf0\x9f\x8f\x81\n\nAll 14 Team Penske drivers are competing against each other in some fun @iRacing events in support of\xe2\x80\xa6""",Today nAll Team Penske drivers competing against each other some events support,0,0,,0,,,,,
12-05-2020 17:25,"b'8:00 pm ET/5:00 PT Tonight, @Team_Penske drivers hit the iRacing circuit to help support small businesses in need.\xe2\x80\xa6 https://t.co/WW0PJ6Q95S'",Tonight drivers iRacing circuit help support small businesses need https,-0.2,0.733333333,,-0.146666667,,,,,
12-05-2020 17:24,b'Can\xe2\x80\x99t even purchase a phone in person and the app is not allowing to actually purchase. @Verizon   #annoyed',even purchase phone person allowing actually purchase annoyed,0,0,,0,,,,,
