,Tweets,clean_tweet,polarity,subjectivity,,Product,,,
07-05-2020 02:10,"b'@sprint I ask sprint for extra time to pay my bill, I been out of work for 2 months due to the pandemic, they agree\xe2\x80\xa6 https://t.co/gzFX5Bqvnc'",sprint extra time bill been work months pandemic they agree https gzFX Bqvnc,0.2,0.2,,0.04,,,
07-05-2020 02:08,b'I would rather have land line only than deal with @sprint',would rather have land line only than deal with,0.3,0.7875,,0.23625,,,
07-05-2020 02:08,b'If your phone service is through @sprint like this so i can block you',your phone service through like this block,0.4,0.8,,0.32,,,
07-05-2020 02:07,b'You are a fraud @sprint',fraud,0,0,,0,,,
07-05-2020 01:55,b'@peejaybird @kenjilopezalt @sprint @Asurion @googlefi Get an unlocked phone. Use an e-sim. Pay a lot less. I think\xe2\x80\xa6 https://t.co/0miztZdCFZ',unlocked phone less think https miztZdCFZ,0,0,,0,,,
07-05-2020 01:52,b'@KantGetRightFTW @sprint I have T-Mobile.. it sucks. Lol',have Mobile sucks,0.285714286,0.535714286,,0.153061224,,,
07-05-2020 01:52,"b'@sprint @sprintcare @SprintCenter please, I am begging you, find Trish from Customer Service and give her a big fat\xe2\x80\xa6 https://t.co/Kdsa5223M4'",care please begging find Trish from Customer Service give https Kdsa,0,0,,0,,,
07-05-2020 01:45,b'@bejaha @sprint I use Verizon it is good. I travel and work on the road when I head to the PNW so I look for the most coverage areas.',Verizon good travel work road when head look most coverage areas,0.5,0.5,,0.25,,,
07-05-2020 01:40,"b'@sprint @sprintcare \nWhy do you steal from your customers, and then mislead them by lying to them about their bills\xe2\x80\xa6 https://t.co/ZdtWHquXqI'",care nWhy steal from your customers then mislead them lying them about their bills https ZdtWHquXqI,0.283333333,0.55,,0.155833333,,,
07-05-2020 01:37,b'@sprint @TMobile I hope my speeds improve soon #SlowasMolasses #AOLDialup #NeedforSpeed https://t.co/OhfCujNRWd',hope speeds improve soon SlowasMolasses AOLDialup NeedforSpeed https OhfCujNRWd,0.283333333,0.55,,0.155833333,,,
07-05-2020 01:35,b'@bejaha @sprint @Mintmobile Is awesome! I switched to them as soon as @VancityReynolds bought the company and have\xe2\x80\xa6 https://t.co/ZguNIyOlTT',awesome switched them soon bought company have https ZguNIyOlTT,0,0,,0,,,
07-05-2020 01:26,"b'@sprint if I buy an iPhone on your network, will it come unlocked for me to use in Europe?'",iPhone your network will come unlocked Europe,0.15,0.6,,0.09,,,
07-05-2020 01:25,b'@UreB31ngC0nn3d @bejaha @sprint @ATT Meantime I just left @Verizon for 2 yrs of awful service to go back to @ATT. Lol',Meantime just left awful service back,-0.3,0.6,,-0.18,,,
07-05-2020 01:24,b'@MachEtcetera I know I know but fuck @Sprint',know know fuck,-0.155555556,0.288888889,,-0.044938272,,,
07-05-2020 01:22,b'RT @KWatersGGI: Im truly shocked at how bad @sprint customer service is!! I\xe2\x80\x99ve worked in CS for 10 years!! If a employee misinformed the cu\xe2\x80\xa6',truly shocked customer service worked years employee misinformed,0.5,0.5,,0.25,,,
07-05-2020 01:22,"b'@POTUS @RealAFOSI @ScottMorrisonMP(Pt10)@Citi,@eBay,@amazon,@Twitter,@bbva,@Microsoft,@Outlook,@SocialSecurity,@UHC\xe2\x80\xa6 https://t.co/u0CJfzw7vr'",https CJfzw,0,0,,0,,,
07-05-2020 01:20,b'RT @SouthernKat60: @bejaha @sprint Have you checked out @Consumer_Cell?',Have checked,0,0,,0,,,
07-05-2020 01:18,b'RT @whoisjustinm: @bejaha @sprint @Mintmobile is the bees knees and owned by @VancityReynolds aka @Deadpool! Also the best thing... Ryan wi\xe2\x80\xa6',bees knees owned Also best thing Ryan,0,0,,0,,,
07-05-2020 01:18,"b'RT @UreB31ngC0nn3d: @bejaha @sprint Not @ATT. About to leave them after a decade. They were able to charge my wife for part of an upgrade,\xe2\x80\xa6'",About leave them after decade They were able charge wife part upgrade,0,0,,0,,,
07-05-2020 01:14,b'@TMobile bought @sprint and my service still trash',bought service still trash,0,0,,0,,,
07-05-2020 01:06,b'@_Maj0R @sprint @TMobile yeah what about my netflix \xf0\x9f\xa4\x94',yeah what about netflix,0.5,0.5,,0.25,,,
07-05-2020 01:04,"b'Never purchase phone service through @sprint. Scam scam scam, every representative has their own idea on how to hoa\xe2\x80\xa6 https://t.co/ocQvf3dO9n'",Never purchase phone service through Scam scam scam every representative their idea https ocQvf,0.5,0.5,,0.25,,,
07-05-2020 00:59,b'Will the @sprint @TMobile merger affect my Hulu',Will merger affect Hulu,0,0,,0,,,
07-05-2020 00:58,b'@bejaha @sprint Not @ATT. About to leave them after a decade. They were able to charge my wife for part of an upgra\xe2\x80\xa6 https://t.co/Igu6Gslnmp',About leave them after decade They were able charge wife part upgra https Gslnmp,0,0,,0,,,
07-05-2020 00:56,b'@sprint yal service so trash.',service trash,0,0,,0,,,
07-05-2020 00:55,"b""@elle_yung @kenjilopezalt @sprint @Asurion Been there. Don't do it. With Sprint you really get what you pay for in the Service department.""",Been there With Sprint really what Service department,0,0,,0,,,
07-05-2020 00:52,b'@sprint DM me and i will give you my account information. I never thought i would say i prefer any prepaid service\xe2\x80\xa6 https://t.co/bndrzfeJBf',will give account information never thought would prefer prepaid service https bndrzfeJBf,0.083333333,0.283333333,,0.023611111,,,
07-05-2020 00:51,b'What is the easiest way to cancel service @sprint Throw me a $ amount to opt out. I can\xe2\x80\x99t get through to your custo\xe2\x80\xa6 https://t.co/SLFLr5Xmr7',What easiest cancel service Throw amount through your custo https SLFLr,-0.136458333,0.563541667,,-0.076899957,,,
07-05-2020 00:47,b'@KantGetRightFTW @sprint Go with Verizon. I always had it when I was on the family plan until I switched myself to\xe2\x80\xa6 https://t.co/qVyYSQypZA',with Verizon always when family plan until switched myself https qVyYSQypZA,0,0,,0,,,
07-05-2020 00:46,"b'@vfiorese_ @Verizon @sprint @timobile @opensignal @TMobile OIC.. It is impressive that even with Sub-5GHz, the aver\xe2\x80\xa6 https://t.co/kLoEKzkA6S'",impressive that even with aver https kLoEKzkA,0,0,,0,,,
07-05-2020 00:44,b'Can\xe2\x80\x99t wait my @sprint lease is up after one more payment then I GO BACK TO @Verizon @VZWSupport man Verizon I\xe2\x80\x99m so\xe2\x80\xa6 https://t.co/tfPtbuWZyK',wait lease after more payment then BACK Verizon https tfPtbuWZyK,0.083333333,0.283333333,,0.023611111,,,
07-05-2020 00:43,b'@KantGetRightFTW @sprint Verizon fasho',Verizon fasho,0.4,0.8,,0.32,,,
07-05-2020 00:43,"b""@MyTechMusings @Verizon @sprint @timobile @opensignal @TMobile I'm talking about the global results, most of these\xe2\x80\xa6 https://t.co/KJE7qnYkiv""",talking about global results most these https qnYkiv,0.123232323,0.473737374,,0.058379757,,,
07-05-2020 00:42,"b'RT @kenilynt: Hey @Google @Verizon @TMobile @sprint, who wants to be the superhero and have amazing PR by putting internet on the Navajo Re\xe2\x80\xa6'",wants superhero have amazing putting internet Navajo,0,0,,0,,,
07-05-2020 00:41,"b'RT @kenilynt: Hey @Google @Verizon @TMobile @sprint, who wants to be the superhero and have amazing PR by putting internet on the Navajo Re\xe2\x80\xa6'",wants superhero have amazing putting internet Navajo,0.5,1,,0.5,,,
07-05-2020 00:40,"b'Hey @Google @Verizon @TMobile @sprint, who wants to be the superhero and have amazing PR by putting internet on the\xe2\x80\xa6 https://t.co/BgO2Uisgua'",wants superhero have amazing putting internet https Uisgua,0.083333333,0.283333333,,0.023611111,,,
07-05-2020 00:39,"b'Im really considering switching to Verizon or T-mobile, @sprint service is so shitty'",really considering switching Verizon mobile service shitty,0,0,,0,,,
07-05-2020 00:31,b'@kenjilopezalt There isn\xe2\x80\x99t a company I hate more in this world than @sprint I left and will never go back',There company hate more this world than left will never back,0.35,0.3,,0.105,,,
07-05-2020 00:30,b'@bejaha @sprint @Mintmobile is the bees knees and owned by @VancityReynolds aka @Deadpool! Also the best thing... R\xe2\x80\xa6 https://t.co/LQwnYp37m2',bees knees owned Also best thing https LQwnYp,0,0,,0,,,
07-05-2020 00:28,b'After being a loyal customer to @sprint for 5+ years. I can\xe2\x80\x99t wait to get rid of them. They\xe2\x80\x99re a rip off and don\xe2\x80\x99t\xe2\x80\xa6 https://t.co/VFYRral4bq',After being loyal customer years wait them They https VFYRral,-0.125,0.4,,-0.05,,,
07-05-2020 00:25,b'@basicuser22 @ReddTrain @elle_yung @kenjilopezalt @sprint @Asurion I used to work for a retailer that sold multiple\xe2\x80\xa6 https://t.co/XVXBd5MZbh',used work retailer that sold multiple https XVXBd MZbh,0,0,,0,,,
07-05-2020 00:23,b'@BernieSanders Cell phones too @sprint  ... y\xe2\x80\x99all greedy',Cell phones greedy,0,0,,0,,,
07-05-2020 00:23,"b'@dogolaca @kenjilopezalt @sprint @Asurion Easiest transactions I\xe2\x80\x99ve ever had, to be certain\n\nThey have it down to a\xe2\x80\xa6 https://t.co/VglmCtJewT'",Easiest transactions ever certain nThey have down https VglmCtJewT,0.5,0.5,,0.25,,,
07-05-2020 00:21,"b'RT @kenjilopezalt: Hi @sprint and @Asurion. I have been without a working phone since mid-March, when I dropped and cracked my phone and pa\xe2\x80\xa6'",have been without working phone since March when dropped cracked phone,0.083333333,0.283333333,,0.023611111,,,
07-05-2020 00:20,b'@kenjilopezalt @sprint @Asurion @googlefi We when have free data only SIMs for the kids to use at school (where the\xe2\x80\xa6 https://t.co/R9yDtRC8ix',when have free data only SIMs kids school where https yDtRC,0,0,,0,,,
07-05-2020 00:20,b'@npolyak @sprint Hoping to partner with other small schools through the ROE to provide hotspots. Our need is too sm\xe2\x80\xa6 https://t.co/Akre7tpS06',Hoping partner with other small schools through provide hotspots need https Akre,0,0,,0,,,
07-05-2020 00:19,"b'RT @kenjilopezalt: Hi @sprint and @Asurion. I have been without a working phone since mid-March, when I dropped and cracked my phone and pa\xe2\x80\xa6'",have been without working phone since March when dropped cracked phone,0,0,,0,,,
07-05-2020 00:19,"b""RT @StuartJakins: @bejaha @sprint I'm gonna say @Mintmobile but mostly in a vain effort to get the owner to like this tweet and give me tha\xe2\x80\xa6""",gonna mostly vain effort owner like this tweet give,0,0,,0,,,
07-05-2020 00:17,"b'@chirayunix @TMobile @sprint That\xe2\x80\x99s high latency/low speed for 5G, or is it \xe2\x80\x9c5G\xe2\x80\x9d'",That high latency speed,0,0,,0,,,
07-05-2020 00:16,"b""@kenjilopezalt @sprint @Asurion We use @googlefi  and we love it.  I have the Moto 7 (inexpensive) and it's fully f\xe2\x80\xa6 https://t.co/YNBR5VIbuc""",love have Moto inexpensive fully https YNBR VIbuc,0,0,,0,,,
07-05-2020 00:15,"b""@bejaha @sprint I'm gonna say @Mintmobile but mostly in a vain effort to get the owner to like this tweet and give\xe2\x80\xa6 https://t.co/nICp85r1Jn""",gonna mostly vain effort owner like this tweet give https nICp,0.15,0.65,,0.0975,,,
07-05-2020 00:15,b'RT @renki1: @bejaha @sprint I\xe2\x80\x99m with consumer cellular I love them. They have the best customer service all around.',with consumer cellular love them They have best customer service around,-0.45,0.8,,-0.36,,,
07-05-2020 00:14,b'RT @OzarksHappiness: @bejaha @sprint I DEFINITELY recommend @Mintmobile. They are very cheap and friendly.\xf0\x9f\x98\x80 Another benefit is that they ha\xe2\x80\xa6',DEFINITELY recommend They very cheap friendly Another benefit that they,0.5,0.5,,0.25,,,
07-05-2020 00:14,"b""RT @funitho: @bejaha @sprint Mint Mobile. It's 300$ a year for 10gb of data and unlimited everything else if you pay all at once up front.\xe2\x80\xa6""",Mint Mobile year data unlimited everything else once front,0,0,,0,,,
07-05-2020 00:14,"b""A3: We provide WiFi hot spots for any student who doesn't have regular, consistent internet at home.  Thanks to\xe2\x80\xa6 https://t.co/InLCXWI8Jx""",provide WiFi spots student doesn have regular consistent internet home Thanks https InLCXWI,0,0,,0,,,
07-05-2020 00:12,"b""@bejaha @sprint Mint Mobile. It's 300$ a year for 10gb of data and unlimited everything else if you pay all at once\xe2\x80\xa6 https://t.co/nPuqlKzr2M""",Mint Mobile year data unlimited everything else once https nPuqlKzr,0,0.5,,0,,,
07-05-2020 00:12,"b""@basicuser22 @elle_yung @kenjilopezalt @sprint @Asurion Verizon customer service has been great for me too. I've ne\xe2\x80\xa6 https://t.co/rNU572mt0Z""",Verizon customer service been great https,0,0,,0,,,
07-05-2020 00:06,"b""@elle_yung @basicuser22 @kenjilopezalt @sprint @Asurion That I can't tell you for sure. I know my replacement Andro\xe2\x80\xa6 https://t.co/dNcbAqM0TQ""",That tell sure know replacement Andro https dNcbAqM,0,0,,0,,,
07-05-2020 00:06,"b'@kenjilopezalt @sprint @Asurion Good luck with those guys. A few years ago my phone cracked and after many, many ho\xe2\x80\xa6 https://t.co/geYkHWN4C9'",Good luck with those guys years phone cracked after many many https geYkHWN,0,0,,0,,,
07-05-2020 00:05,b'@duolingo the ad for @sprint freezes up the app almost every single time',freezes almost every single time,0,0,,0,,,
07-05-2020 00:04,b'Can\xe2\x80\x99t believe I pay $65 a month for @sprint only for my phone to work 45% of the time. I wouldn\xe2\x80\x99t mind the shitty s\xe2\x80\xa6 https://t.co/tR7mGC7OhX',believe month only phone work time wouldn mind shitty https,0.4,0.8,,0.32,,,
07-05-2020 00:04,"b'RT @castirey_ATX: S/o to Danny here at our @Sprint location in the HEB on Research! Danny helped Marcus find the perfect phone for him, an\xe2\x80\xa6'",Danny here location Research Danny helped Marcus find perfect phone,0,0,,0,,,
07-05-2020 00:02,b'@kenjilopezalt @sprint @Asurion We use Worth Avenue Group https://t.co/fF5n0bO71B\nWe get about 2 phones a year fixed $50 deductible',Worth Avenue Group https about phones year fixed deductible,0.083333333,0.283333333,,0.023611111,,,
07-05-2020 00:01,b'@ReddTrain @basicuser22 @kenjilopezalt @sprint @Asurion Even in an apple care situation?',Even apple care situation,0.5,0.5,,0.25,,,
06-05-2020 23:58,"b'@ReddTrain @elle_yung @kenjilopezalt @sprint @Asurion Huh, good to know. Then (Shrug)'",good know Then Shrug,0,0,,0,,,
06-05-2020 23:56,b'@kenjilopezalt @sprint @Asurion Pro tip: Buy your phones from Apple.',your phones from Apple,0.164285714,0.557142857,,0.091530612,,,
06-05-2020 23:54,b'@bejaha @sprint Not Verizon.',Verizon,0.1,0.45,,0.045,,,
06-05-2020 23:51,"b""@kenjilopezalt @sprint @Asurion I've found that Asurion's service is so obtuse that it is nearly worthless. I manag\xe2\x80\xa6 https://t.co/HyOkb08mxS""",found that Asurion service obtuse that nearly worthless manag https HyOkb,0,0,,0,,,
06-05-2020 23:50,b'@basicuser22 @elle_yung @kenjilopezalt @sprint @Asurion Verizon uses Asurion for their replacement phones.',Verizon uses Asurion their replacement phones,-0.3,0.4,,-0.12,,,
06-05-2020 23:49,"b'@vfiorese_ @Verizon @sprint @timobile @opensignal This is a weighted average of all the samples, including #Mmwave\xe2\x80\xa6 https://t.co/MdrLOSmCkn'",This weighted average samples including Mmwave https MdrLOSmCkn,0,0,,0,,,
06-05-2020 23:47,"b""@elle_yung @kenjilopezalt @sprint @Asurion I've got Verizon and they've replaced 3 phones that have, over the years\xe2\x80\xa6 https://t.co/hOF3RkWfBp""",Verizon they replaced phones that have over years https RkWfBp,-0.4,0.6,,-0.24,,,
06-05-2020 23:46,b'@bejaha @sprint I DEFINITELY recommend @Mintmobile. They are very cheap and friendly.\xf0\x9f\x98\x80 Another benefit is that they\xe2\x80\xa6 https://t.co/SlKDTJNg6q',DEFINITELY recommend They very cheap friendly Another benefit that they https SlKDTJNg,0,0,,0,,,
06-05-2020 23:46,b'RT @irvtorres2: Hey @sprint  Can you not send door to door salesmen in the middle of a pandemic in Florida? That would be appreciated.',send door door salesmen middle pandemic Florida That would appreciated,0,0,,0,,,
06-05-2020 23:42,b'RT @JohnLukeNYC: So @TMobile @TMobileHelp &amp; @sprint @sprintcare Is One Happy Company Why Am I Still Paying Taxs &amp; Fees When @TMobile Custom\xe2\x80\xa6',Help care Happy Company Still Paying Taxs Fees When Custom,0,0,,0,,,
06-05-2020 23:36,b'@kenjilopezalt @sprint @Asurion I\xe2\x80\x99m about to leave AT&amp;T after a very long time and I was considering Sprint. I\xe2\x80\x99m su\xe2\x80\xa6 https://t.co/i0zV66cV7o',about leave after very long time considering Sprint https,-0.6,0.8,,-0.48,,,
06-05-2020 23:35,b'RT @JohnLukeNYC: So @TMobile @TMobileHelp &amp; @sprint @sprintcare Is One Happy Company Why Am I Still Paying Taxs &amp; Fees When @TMobile Custom\xe2\x80\xa6',Help care Happy Company Still Paying Taxs Fees When Custom,0,1,,0,,,
06-05-2020 23:32,"b""@kenjilopezalt @sprint @Asurion I'm interested to see if this gets resolved. I've been wary of such insurance. Mayb\xe2\x80\xa6 https://t.co/S9OenaDWME""",interested this gets resolved been wary such insurance Mayb https OenaDWME,0,0,,0,,,
06-05-2020 23:27,"b'RT @kenjilopezalt: Hi @sprint and @Asurion. I have been without a working phone since mid-March, when I dropped and cracked my phone and pa\xe2\x80\xa6'",have been without working phone since March when dropped cracked phone,0,0,,0,,,
06-05-2020 23:25,"b'Hi @sprint and @Asurion. I have been without a working phone since mid-March, when I dropped and cracked my phone a\xe2\x80\xa6 https://t.co/dxEaHmNVNH'",have been without working phone since March when dropped cracked phone https dxEaHmNVNH,0,0,,0,,,
06-05-2020 23:25,b'Been a @sprint customer for 22 years and my loyalty never wavered. But to see the official switch to @TMobile in my\xe2\x80\xa6 https://t.co/198aD56xVR',Been customer years loyalty never wavered official switch https,0.5,0.5,,0.25,,,
06-05-2020 23:24,b'@sprint The worst service I have ever had! Cellular and customer service both are awful! I pay for 4G but only get\xe2\x80\xa6 https://t.co/rbEmkZ4qWQ',worst service have ever Cellular customer service both awful only https rbEmkZ,-0.1875,0.5,,-0.09375,,,
06-05-2020 23:23,b'@sprint get it tf together https://t.co/uTVZQvNA3a',together https uTVZQvNA,-0.5,0.3,,-0.15,,,
06-05-2020 23:21,"b'Was part of the @sprint @TMobile merger worse service? Because I\xe2\x80\x99m in Los Angeles (you know, that little town in th\xe2\x80\xa6 https://t.co/wGxpgMJ3r4'",part merger worse service Because Angeles know that little town https wGxpgMJ,-0.15,0.75,,-0.1125,,,
06-05-2020 23:20,"b""It's purely coincidental that my phone starts acting up (apps crashing, connectivity issues, battery depleting fast\xe2\x80\xa6 https://t.co/cH520oEo4G""",purely coincidental that phone starts acting apps crashing connectivity issues battery depleting fast https,0,0,,0,,,
06-05-2020 23:19,b'@sprint 1 hour and 38 min on the phone with y\xe2\x80\x99all https://t.co/GNDtq0Zaji',hour phone with https GNDtq Zaji,0,0,,0,,,
06-05-2020 23:18,"b'@theREALwelbot @sprint @SamsungMobile Yeah, it really sucks'",Yeah really sucks,0,0,,0,,,
06-05-2020 23:17,"b""@The3Daddict @sprint @SamsungMobile hopefully you'll track it down soon! That's gotta be super annoying :\\""",hopefully track down soon That gotta super annoying,0,0,,0,,,
06-05-2020 23:16,"b""@theREALwelbot @sprint @SamsungMobile There's an app or two I've had for a while using background power, removed them. Nothing new""",There while using background power removed them Nothing,0.083333333,0.283333333,,0.023611111,,,
06-05-2020 23:10,b'RT @jeffkagan: At #CES2020 check out @ATT #ATTMobility @ATTBusiness @Verizon #VerizonWireless @VerizonBusiness @TMobile @Sprint @Synchronos\xe2\x80\xa6',check ATTMobility Business VerizonWireless Business,0,0,,0,,,
06-05-2020 23:05,b'@bejaha @sprint I\xe2\x80\x99m with consumer cellular I love them. They have the best customer service all around.',with consumer cellular love them They have best customer service around,0.4,0.4,,0.16,,,
06-05-2020 23:04,b'Thanks for the incompatible SIM Card @sprint I appreciate it. \xf0\x9f\x91\x8e\xf0\x9f\x8f\xbd',Thanks incompatible Card appreciate,0,0,,0,,,
06-05-2020 22:59,b'@bejaha @sprint Verizon',Verizon,0,0,,0,,,
06-05-2020 22:56,b'@JohnLukeNYC @TMobile @TMobileHelp @sprint @sprintcare hello good night',Help care hello good night,0,0,,0,,,
06-05-2020 22:55,b'RT @CubanGrits: Hey @sprintcare @sprint @sprintnews.... how do I get any type of resolution on a problem after spending hrs on phone and ch\xe2\x80\xa6',news type resolution problem after spending phone,0,0,,0,,,
06-05-2020 22:51,"b'@NickMalawskey @sprint No can do. ""You can save $5/mo with autopay"". Thanks, Einstein. Just wasted 30 minutes of my time.'",save with autopay Thanks Einstein Just wasted minutes time,0,0,,0,,,
06-05-2020 22:50,"b'@The3Daddict @sprint @SamsungMobile ahh k. I know one of my phones at some point, had a way to show which apps/syst\xe2\x80\xa6 https://t.co/l0eibs72zH'",know phones some point show which apps syst https eibs,0.5,0.5,,0.25,,,
06-05-2020 22:48,"b""@theREALwelbot @sprint @SamsungMobile I have an app that's not stock that scans usages, I just wiped all the junk a\xe2\x80\xa6 https://t.co/c2YVErSCRV""",have that stock that scans usages just wiped junk https YVErSCRV,0.366666667,0.7,,0.256666667,,,
06-05-2020 22:47,b'I\xe2\x80\x99m glad @sprint joining T Mobile because they service is hot garbage',glad joining Mobile because they service garbage,0,0,,0,,,
06-05-2020 22:46,"b""@The3Daddict @sprint @SamsungMobile if it's a system app doing it, scans are unlikely to show anything. Is there a\xe2\x80\xa6 https://t.co/8u5H1RatNl""",system doing scans unlikely show anything there https RatNl,0,0,,0,,,
06-05-2020 22:45,b'Hey @sprintcare @sprint @sprintnews.... how do I get any type of resolution on a problem after spending hrs on phon\xe2\x80\xa6 https://t.co/jxnBqABO8f',news type resolution problem after spending phon https jxnBqABO,0,0,,0,,,
06-05-2020 22:42,"b""@theREALwelbot @sprint @SamsungMobile I'll run the scan again, but it didnt say so.thanks""",scan again didnt thanks,0,0,,0,,,
06-05-2020 22:41,"b'@Jeff_Dewees @sprint That would be a nice loyality plan, wouldn\xe2\x80\x99t it?'",That would nice loyality plan wouldn,0,0,,0,,,
06-05-2020 22:41,b'@bejaha @sprint Consumer Cellular is no contract and affordable.',Consumer Cellular contract affordable,-0.25,0.25,,-0.0625,,,
06-05-2020 22:40,"b'RT @wave7jeff: The newest Wave7 postpaid report is out, including carrier store opening counts.  @Sprint is the only carrier with a majorit\xe2\x80\xa6'",newest Wave postpaid report including carrier store opening counts only carrier with majorit,0,0,,0,,,
06-05-2020 22:37,b'@bejaha @sprint Have you checked out @Consumer_Cell?',Have checked,0.083333333,0.283333333,,0.023611111,,,
06-05-2020 22:32,"b""RT @mrs_geistfrau: @bejaha @sprint I like MintMobile too.  They've been good about data during the pandemic.  Plus @VancityReynolds owns it\xe2\x80\xa6""",like MintMobile They been good about data during pandemic Plus owns,-0.4,0.7,,-0.28,,,
06-05-2020 22:32,b'RT @Shaytech: @bejaha @sprint We looked into Verizon but haven\xe2\x80\x99t acted on it yet. They were cheaper by far though. I think it was 180.00 co\xe2\x80\xa6',looked into Verizon haven acted They were cheaper though think,0,0,,0,,,
06-05-2020 22:31,b'RT @mommabear06488: @bejaha @sprint I have Verizon. They are not cheap but have best coverage',have Verizon They cheap have best coverage,0,0,,0,,,
06-05-2020 22:30,"b""@The3Daddict @sprint @SamsungMobile Checked the list of running system apps to see if there's any new ones? I've he\xe2\x80\xa6 https://t.co/DlJW028gbc""",Checked list running system apps there ones https DlJW,0,0,,0,,,
06-05-2020 22:28,"b'Hey @sprint @SamsungMobile my phone went from lasting all day without a charge, to half that with the new update, a\xe2\x80\xa6 https://t.co/K5jKCqV2TQ'",phone went from lasting without charge half that with update https jKCqV,0,0,,0,,,
06-05-2020 22:28,b'So @TMobile @TMobileHelp &amp; @sprint @sprintcare Is One Happy Company Why Am I Still Paying Taxs &amp; Fees When @TMobile\xe2\x80\xa6 https://t.co/68fZoJshsb',Help care Happy Company Still Paying Taxs Fees When https fZoJshsb,0,0,,0,,,
06-05-2020 22:28,b'@bejaha @sprint I have Verizon. They are not cheap but have best coverage',have Verizon They cheap have best coverage,0.083333333,0.283333333,,0.023611111,,,
06-05-2020 22:21,b'@sprint @TMobile When can loyal Sprint customers enjoy free @netflix since the merger of Sprin-T-MOBILE\xe2\x80\x94-We want ou\xe2\x80\xa6 https://t.co/cGWwgJhTns',When loyal Sprint customers enjoy free since merger Sprin MOBILE want https cGWwgJhTns,0,0,,0,,,
06-05-2020 22:20,b'@bejaha @sprint We looked into Verizon but haven\xe2\x80\x99t acted on it yet. They were cheaper by far though. I think it was\xe2\x80\xa6 https://t.co/xKETHza3Wa',looked into Verizon haven acted They were cheaper though think https xKETHza,-0.181547619,0.37797619,,-0.068620677,,,
06-05-2020 22:19,"b""@bejaha @sprint I like MintMobile too.  They've been good about data during the pandemic.  Plus @VancityReynolds ow\xe2\x80\xa6 https://t.co/t9A4qSbuqf""",like MintMobile They been good about data during pandemic Plus https qSbuqf,0.25,0.25,,0.0625,,,
06-05-2020 22:17,"b'RT @tracyreadabook: @bejaha @sprint I use Credo, they collect and donate money to good causes.'",Credo they collect donate money good causes,0,0,,0,,,
06-05-2020 22:17,"b'This is the biggest load of BS EVER\nOur service has never been worse...drop calls, no service 2 miles from a tower,\xe2\x80\xa6 https://t.co/a4sDc4RgoP'",This biggest load EVER nOur service never been worse drop calls service miles from tower https RgoP,-1,1,,-1,,,
06-05-2020 22:17,"b'RT @JakeySnake2020: @bejaha @sprint Check out @Mintmobile I\xe2\x80\x99ve been with AT&amp;T since I was a teen, but this carrier is looking very nice to\xe2\x80\xa6'",Check been with since teen this carrier looking very nice,-0.5,0.5625,,-0.28125,,,
06-05-2020 22:16,"b""RT @Anastacya_99: @bejaha @sprint I loved TMobile when I had it (I had to leave when I moved to a state they didn't cover, not because of a\xe2\x80\xa6""",loved TMobile when leave when moved state they didn cover because,0.2,0.2,,0.04,,,
06-05-2020 22:15,b'lol @sprint whats this new trebl magic box about?',whats this trebl magic about,0,0.8,,0,,,
06-05-2020 22:14,b'@bejaha @sprint Tmobile is good to employees',Tmobile good employees,0,0,,0,,,
06-05-2020 22:14,"b""@bejaha @sprint I loved TMobile when I had it (I had to leave when I moved to a state they didn't cover, not becaus\xe2\x80\xa6 https://t.co/MGUa5Jynbb""",loved TMobile when leave when moved state they didn cover becaus https MGUa Jynbb,0,0,,0,,,
06-05-2020 22:12,"b'Dear @sprint and @TMobile as a shareholder and customer, please design a better more user friendly webpage. I shoul\xe2\x80\xa6 https://t.co/dYM4qDeDCA'",Dear shareholder customer please design better more user friendly webpage shoul https qDeDCA,0.25,0.75,,0.1875,,,
06-05-2020 22:10,b'@bejaha @sprint I love T Mobile',love Mobile,0,0.158333333,,0,,,
06-05-2020 22:09,"b'@bejaha @sprint Check out @Mintmobile I\xe2\x80\x99ve been with AT&amp;T since I was a teen, but this carrier is looking very nice\xe2\x80\xa6 https://t.co/FegTCZmKHr'",Check been with since teen this carrier looking very nice https FegTCZmKHr,0,0,,0,,,
06-05-2020 22:09,"b'@bejaha @sprint I use Credo, they collect and donate money to good causes.'",Credo they collect donate money good causes,0.5,0.625,,0.3125,,,
06-05-2020 22:09,b'@bejaha @sprint Hubby &amp; I really like Straight Talk',Hubby really like Straight Talk,0,0,,0,,,
06-05-2020 22:07,b'@TMobile service is horrible now. I can\xe2\x80\x99t believe you guys merged with @sprint.\nthinking about switching to @Verizon or @ATT!!!!',service horrible believe guys merged with nthinking about switching,0,0,,0,,,
06-05-2020 22:07,b'@sprint is bad customer service since tied with @Asurion even Asurion is bad service. I\xe2\x80\x99m thinking about leave sprint. Not my problem \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',customer service since tied with even Asurion service thinking about leave sprint problem,0,0,,0,,,
06-05-2020 22:06,"b'After 20 years, I\xe2\x80\x99m leaving  @Sprint. Can anyone out there recommend another cell phone carrier? They pretty much a\xe2\x80\xa6 https://t.co/PvH7TRIr1Y'",After years leaving anyone there recommend another cell phone carrier They pretty much https TRIr,0,0,,0,,,
