,Tweets,clean_tweet,polarity,subjectivity,,Product,,,
23-04-2020 14:06,"b'RT @NetworkWorld: #InternetPerformance report (4/23) \xe2\x80\x93 #Internet and mobile #broadband demand increased, but providers say they can handle\xe2\x80\xa6'",InternetPerformance report Internet mobile broadband demand increased providers they handle,0.3,0.566666667,,0.17,,,
23-04-2020 13:37,"b'RT @NetworkWorld: #InternetPerformance report (4/23) \xe2\x80\x93 #Internet and mobile #broadband demand increased, but providers say they can handle\xe2\x80\xa6'",InternetPerformance report Internet mobile broadband demand increased providers they handle,0,0,,0,,,
23-04-2020 13:21,b'RT @CenturyLink: Learn about our well-being focused approach to COVID-19 here: https://t.co/LF6csvKd5T',Learn about well being focused approach COVID here https csvKd,0.1,0.15,,0.015,,,
23-04-2020 13:19,b'@CenturyLink you guys like stealing money from customers and not taking accountability for your actions. Cancelling\xe2\x80\xa6 https://t.co/6wOKHH07qz',guys like stealing money from customers taking accountability your actions Cancelling https wOKHH,0,0,,0,,,
23-04-2020 13:08,"b'RT @NetworkWorld: #InternetPerformance report (4/23) \xe2\x80\x93 #Internet and mobile #broadband demand increased, but providers say they can handle\xe2\x80\xa6'",InternetPerformance report Internet mobile broadband demand increased providers they handle,0,0,,0,,,
23-04-2020 13:06,"b'I super love when my technician is supposedly supposed to come one day, and comes the next day when I\xe2\x80\x99m completely\xe2\x80\xa6 https://t.co/SBub9QK9PB'",super love when technician supposedly supposed come comes next when completely https SBub,0,0,,0,,,
23-04-2020 13:03,"b'#InternetPerformance report (4/23) \xe2\x80\x93 #Internet and mobile #broadband demand increased, but providers say they can h\xe2\x80\xa6 https://t.co/E8W9zU0CL7'",InternetPerformance report Internet mobile broadband demand increased providers they https,-0.125,0.375,,-0.046875,,,
23-04-2020 12:45,b'@CenturyLink everything runs off of 5G https://t.co/dcEKxVaNsj',everything runs https dcEKxVaNsj,-0.125,0.375,,-0.046875,,,
23-04-2020 12:44,b'@CenturyLink and no HDMI cord hooked up to it to the Apple not allowed',HDMI cord hooked Apple allowed,0,0,,0,,,
23-04-2020 12:44,b'@CenturyLink everything runs off of 6G no gunz not allowed https://t.co/H62JwUyyPn',everything runs gunz allowed https JwUyyPn,0,0,,0,,,
23-04-2020 12:42,b'@CenturyLink you have a 6G  inside your CenturyLink modem put everything up to Apple and put everything up to 6G https://t.co/WsrL8klDM6',have inside your CenturyLink modem everything Apple everything https WsrL klDM,0,0,,0,,,
23-04-2020 12:18,b'RT @CenturyLink: Join the @USTelecom webinar at 2 p.m. ET on April 22 to hear from CenturyLink\xe2\x80\x99s CTO Andrew Dugan on how the internet is pe\xe2\x80\xa6',Join webinar April hear from CenturyLink Andrew Dugan internet,0,0,,0,,,
23-04-2020 12:15,b'Don\xe2\x80\x99t get caught in a phishing attack! Follow these tips from @CenturyLink to stay safe. https://t.co/NwfwkHuwO0 https://t.co/cAvVS62MBH',caught phishing attack Follow these tips from stay safe https NwfwkHuwO https cAvVS,0,0,,0,,,
23-04-2020 12:12,"b'Hey @Centurylink, my Internet connection went down again at 2020-04-23_08:11:06'",Internet connection went down again,0,0,,0,,,
23-04-2020 12:01,"b'RT @CenturyLinkCPP: Partners: Have you registered for our @CenturyLink Social Media Virtual Training Series? Join us on May 5th, 12th &amp; 19t\xe2\x80\xa6'",Partners Have registered Social Media Virtual Training Series Join,0,0,,0,,,
23-04-2020 10:08,"b'Encouraging everyone to review their @CenturyLink bill, they are adding charges for directory assistance calls on a\xe2\x80\xa6 https://t.co/74KCYLd8A3'",Encouraging everyone review their bill they adding charges directory assistance calls https KCYLd,0,0.4,,0,,,
22-04-2020 21:42,b'@CenturyLink Just not growing into the rural areas!! Not a large enough profit margin!!!!',Just growing into rural areas large enough profit margin,0,0,,0,,,
22-04-2020 19:06,b'Thanks to inadequate internet access at home (\xe2\x81\xa6@CenturyLink\xe2\x81\xa9) I had to attend today\xe2\x80\x99s SEED ($50K) grant meeting fro\xe2\x80\xa6 https://t.co/kVtrJ9mwAb',Thanks inadequate internet access home attend today SEED grant meeting https kVtrJ mwAb,0,0,,0,,,
27-04-2020 11:11,b'@eggrins CenturyLink fiber does exist in and around the Seattle metro area (mostly north) and it is 1G symmetrical\xe2\x80\xa6 https://t.co/VMaujpZNxY',CenturyLink fiber does exist around Seattle metro area mostly north symmetrical https VMaujpZNxY,0,0,,0,,,
27-04-2020 11:11,b'RT @Feez_Da_Popstar: @CenturyLinkHelp This company has the worst Customer service ever!! Not only am I stay at home orders but cannot get a\xe2\x80\xa6',This company worst Customer service ever only stay home orders cannot,0,0,,0,,,
27-04-2020 11:05,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.285714286,0.535714286,,0.153061224,,,
27-04-2020 11:03,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.5,0.9,,-0.45,,,
27-04-2020 11:02,"b""@eggrins That's what I have, Comcast, 75/5 because it's what I can afford and CenturyLink doesn't offer fiber in my\xe2\x80\xa6 https://t.co/tSGFiQW8R2""",That what have Comcast because what afford CenturyLink doesn offer fiber https tSGFiQW,0.6,1,,0.6,,,
27-04-2020 11:00,b'Review of the Best Fiber Internet Providers of 2020 will help you decide if this technology is right for you.\xe2\x80\xa6 https://t.co/AW1tpWhnYr',Review Best Fiber Internet Providers will help decide this technology right https tpWhnYr,-0.388888889,0.597222222,,-0.232253086,,,
27-04-2020 09:50,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.25,0.55,,-0.1375,,,
27-04-2020 09:46,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 09:39,b'David Bowie Bassist Matthew Seligman Dies of Coronavirus Complications at 64 - news - CenturyLink https://t.co/XYfTpXzy91',David Bowie Bassist Matthew Seligman Dies Coronavirus Complications news CenturyLink https XYfTpXzy,0,0,,0,,,
27-04-2020 09:36,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.033333333,0.033333333,,-0.001111111,,,
27-04-2020 09:33,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 09:24,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 09:11,b'RT @BJDANIELS10: Thank you Seattle! @CenturyLink_Fld @XFLDragons https://t.co/KtEFT3MqKx',Thank Seattle https KtEFT MqKx,0.125,0.333333333,,0.041666667,,,
27-04-2020 08:43,b'Centurylink Inc $CTL Receives Consensus Rating of \xe2\x80\x9cHold\xe2\x80\x9d from Brokerages https://t.co/agbxovFCHd',Centurylink Receives Consensus Rating cHold from Brokerages https agbxovFCHd,0,0,,0,,,
27-04-2020 08:43,b'Centurylink Inc $CTL Given Consensus Rating of \xe2\x80\x9cHold\xe2\x80\x9d by Analysts https://t.co/N5ebNsWVIx',Centurylink Given Consensus Rating cHold Analysts https ebNsWVIx,-0.166666667,0.066666667,,-0.011111111,,,
27-04-2020 08:42,b'Centurylink Inc $CTL Given Consensus Rating of \xe2\x80\x9cHold\xe2\x80\x9d by Analysts https://t.co/YG594KdXiV',Centurylink Given Consensus Rating cHold Analysts https KdXiV,0.7,0.6,,0.42,,,
27-04-2020 08:40,b'Centurylink Inc $CTL Given Consensus Rating of \xe2\x80\x9cHold\xe2\x80\x9d by Analysts https://t.co/e8sDpCtcyw #stocks',Centurylink Given Consensus Rating cHold Analysts https sDpCtcyw stocks,0,0.5,,0,,,
27-04-2020 08:40,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.3,0.78,,-0.234,,,
27-04-2020 08:40,b'Centurylink Inc $CTL Given Consensus Rating of \xe2\x80\x9cHold\xe2\x80\x9d by Analysts https://t.co/ClYHPjMyQQ',Centurylink Given Consensus Rating cHold Analysts https ClYHPjMyQQ,-0.021212121,0.6,,-0.012727273,,,
27-04-2020 08:30,b'Review of the Best Fiber Internet Providers of 2020 will help you decide if this technology is right for you.\xe2\x80\xa6 https://t.co/8LfB5kEK0R',Review Best Fiber Internet Providers will help decide this technology right https,0.65,0.65,,0.4225,,,
27-04-2020 08:10,"b""@CoxComm and I'm taking over by the law to put CenturyLink Prism TV""",taking over CenturyLink Prism,0,0,,0,,,
27-04-2020 07:56,"b'IQ Option, a fast-growing global trading platform had one big challenge: distributing global content quickly and re\xe2\x80\xa6 https://t.co/NfqzpqKvwa'",Option fast growing global trading platform challenge distributing global content quickly https NfqzpqKvwa,-0.041666667,0.641666667,,-0.026736111,,,
27-04-2020 07:40,b'RT @ArnaudZ1: #SD-WAN is an option for organizations looking to expand geographically or migrate to the cloud. See what other use cases cou\xe2\x80\xa6',option organizations looking expand geographically migrate cloud what other cases,0,0,,0,,,
27-04-2020 07:33,b'Not to mention going on two decades of @FCC enabled \xe2\x80\x9cscandalous\xe2\x80\x9d accounting practices involving universal service f\xe2\x80\xa6 https://t.co/bDZwFAeF7T',mention going decades enabled cscandalous accounting practices involving universal service https bDZwFAeF,0,0,,0,,,
27-04-2020 07:04,b'#SD-WAN is an option for organizations looking to expand geographically or migrate to the cloud. See what other use\xe2\x80\xa6 https://t.co/z4NV0ONI8a',option organizations looking expand geographically migrate cloud what other https,0.35,0.694444444,,0.243055556,,,
27-04-2020 06:55,"b""@CenturyLink  now I can't logon to my Hulu""",logon Hulu,0,0.6,,0,,,
27-04-2020 06:54,b'This is what i wanted when i signed up for 25mbps centurylink',This what wanted when signed mbps centurylink,-1,1,,-1,,,
27-04-2020 06:45,"b'For the 2nd year in a row, #CenturyLink has received the prestigious 5-Star Rating in the @CRN Partner Program Guid\xe2\x80\xa6 https://t.co/1bxQJswBsI'",year CenturyLink received prestigious Star Rating Partner Program Guid https bxQJswBsI,0.011666667,0.305,,0.003558333,,,
27-04-2020 06:15,"b'VIDEO: CenturyLink transports your network traffic across land and sea to keep your business, customers, suppliers,\xe2\x80\xa6 https://t.co/w17X1KfxRM'",VIDEO CenturyLink transports your network traffic across land keep your business customers suppliers https KfxRM,0.35,0.694444444,,0.243055556,,,
27-04-2020 06:11,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.322222222,0.519444444,,0.167376543,,,
27-04-2020 05:59,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.136363636,0.5,,0.068181818,,,
27-04-2020 05:58,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.15,0.2,,-0.03,,,
27-04-2020 05:41,"b""@CenturyLink my current download speed is 1 Meg/second via https://t.co/EFgDiWUEFE and I Know it's slower consideri\xe2\x80\xa6 https://t.co/CYjPiZtM7q""",current download speed second https EFgDiWUEFE Know slower consideri https CYjPiZtM,0.2,0.55,,0.11,,,
27-04-2020 05:38,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 05:29,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 05:27,"b'CenturyLink takes back cable boxes, zeroes out bill of late-fee scammed subscriber https://t.co/6AECo4wKmE v\xc3\xada @WiStateJournal'",CenturyLink takes back cable boxes zeroes bill late scammed subscriber https AECo wKmE xada,0.2,0.3,,0.06,,,
27-04-2020 05:24,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-1,1,,-1,,,
27-04-2020 05:13,"b'RT @sacrebleu141: Still using the IHME UW\n\nWhich was exposed to be near fraudulent \n\nTacoma, WA Hosp: Laying off Nurses\nEastern WA Hosp: La\xe2\x80\xa6'",Still using IHME nWhich exposed near fraudulent nTacoma Hosp Laying Nurses nEastern Hosp,0,1,,0,,,
27-04-2020 05:08,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.8,0.8,,-0.64,,,
27-04-2020 04:52,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 04:46,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.25,0.5,,0.125,,,
27-04-2020 04:40,"b'Nervous to apply for a job like ""Account Director (Network, CDN)"" at CenturyLink? Apply even if you\'re not a 100% m\xe2\x80\xa6 https://t.co/FM9IKedpRs'",Nervous apply like Account Director Network CenturyLink Apply even https IKedpRs,0,0,,0,,,
27-04-2020 04:40,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.488888889,0.633333333,,0.30962963,,,
27-04-2020 04:35,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.25,0.5,,0.125,,,
27-04-2020 04:33,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.35,0.75,,0.2625,,,
27-04-2020 04:17,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 04:07,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 04:05,b'@safopus CenturyLink',CenturyLink,0,0,,0,,,
27-04-2020 04:04,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 04:00,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.304761905,0.533333333,,0.162539683,,,
27-04-2020 03:51,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.2,0.7,,-0.14,,,
27-04-2020 03:46,"b'@CenturyLink @CenturyLinkHelp hey guys, I need some assistance please ASAP.'",Help guys need some assistance please ASAP,0,0,,0,,,
27-04-2020 03:42,"b""Way to go Eli. I'm a Seattle native and have been a Seahawks fan from the beginning. I hope to see you in action in\xe2\x80\xa6 https://t.co/G2Ubrrkqga""",Seattle native have been Seahawks from beginning hope action https Ubrrkqga,-0.155555556,0.288888889,,-0.044938272,,,
27-04-2020 03:40,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 03:39,"b'RT @_nathanlucy: CenturyLink understands that services can be co-produced, and implicitly groks O-P/E=N. CEO Jeff Storey announces \xe2\x80\x9ca new w\xe2\x80\xa6'",CenturyLink understands that services produced implicitly groks Jeff Storey announces,0,0,,0,,,
27-04-2020 03:37,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 03:36,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.557142857,0.728571429,,-0.405918367,,,
27-04-2020 03:35,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 03:28,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.25,0.5,,0.125,,,
27-04-2020 03:25,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 03:24,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 03:20,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 03:19,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.455,0.845,,0.384475,,,
27-04-2020 03:17,b'RT @BJDANIELS10: Thank you Seattle! @CenturyLink_Fld @XFLDragons https://t.co/KtEFT3MqKx',Thank Seattle https KtEFT MqKx,0.5,1,,0.5,,,
27-04-2020 03:17,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 03:16,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 03:15,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.5,0.5,,0.25,,,
27-04-2020 03:12,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.333333333,0.366666667,,0.122222222,,,
27-04-2020 03:11,"b'Quarantining at Lake Palo Pinto near Gordon TX - wonderful to be away from the big city, except for @CenturyLink \xe2\x80\x9ch\xe2\x80\xa6 https://t.co/cjRKWRP91A'",Quarantining Lake Palo Pinto near Gordon wonderful away from city except https cjRKWRP,-0.45,0.95,,-0.4275,,,
27-04-2020 03:08,b'Level up your #VideoMarketing skills by looking absolutely #professional on camera!\n\nHear what Aashna Panchal of\xe2\x80\xa6 https://t.co/IzvS8txqRG',Level your VideoMarketing skills looking absolutely professional camera nHear what Aashna Panchal https IzvS txqRG,-0.015909091,0.7625,,-0.012130682,,,
27-04-2020 03:06,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.015909091,0.7625,,-0.012130682,,,
27-04-2020 03:02,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.075,0.283333333,,-0.02125,,,
27-04-2020 03:01,b'@theartofadaml @comcastcares I would switch to literally anyone if there was even the slightest competition. I woul\xe2\x80\xa6 https://t.co/WrNYFqfAXa',would switch literally anyone there even slightest competition woul https WrNYFqfAXa,-0.166666667,0.7,,-0.116666667,,,
27-04-2020 02:59,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:57,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.35,0.694444444,,0.243055556,,,
27-04-2020 02:56,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-1,1,,-1,,,
27-04-2020 02:53,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:52,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.4,0.6,,-0.24,,,
27-04-2020 02:51,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.1,0.2,,0.02,,,
27-04-2020 02:49,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:47,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.4,0.7,,0.28,,,
27-04-2020 02:46,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.3,0.3,,-0.09,,,
27-04-2020 02:44,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.136363636,0.5,,0.068181818,,,
27-04-2020 02:43,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.5,0.75,,0.375,,,
27-04-2020 02:40,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.8,1,,0.8,,,
27-04-2020 02:37,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.7,0.6,,0.42,,,
27-04-2020 02:36,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.25,0.35,,-0.0875,,,
27-04-2020 02:33,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:32,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:29,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.5,0.533333333,,-0.266666667,,,
27-04-2020 02:25,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:24,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:23,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.2,0.35,,0.07,,,
27-04-2020 02:22,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:20,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.5,0.7,,-0.35,,,
27-04-2020 02:18,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:17,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.2,0.2,,0.04,,,
27-04-2020 02:16,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:13,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:12,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,
27-04-2020 02:11,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0.125,,0,,,
